"n_runs","n_accepted","mean_elapsed_seconds_all","median_elapsed_seconds_all","mean_elapsed_seconds_accepted","median_elapsed_seconds_accepted"
100,87,7.71399431943893,7.69286203384399,8.10571043244724,8.01803302764893
