"run_id","run_dir","exit_status","elapsed_seconds","objective","max_gradient","has_hessian","par_exists","rep_exists","accepted"
"run_038","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_038",0,6.42878603935242,308.52454537067,0.000694386910671163,TRUE,TRUE,TRUE,TRUE
"run_039","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_039",0,8.08407092094421,308.524545378269,0.000730286006580501,TRUE,TRUE,TRUE,TRUE
"run_040","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_040",0,8.85921597480774,308.524545355161,0.000958184824898466,TRUE,TRUE,TRUE,TRUE
"run_041","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_041",0,6.69234299659729,308.524545361261,0.000739577693829086,TRUE,TRUE,TRUE,TRUE
"run_042","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_042",0,6.99211001396179,308.524545367376,0.000624986625059703,TRUE,TRUE,TRUE,TRUE
"run_043","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_043",0,9.9795880317688,308.52454536267,0.000857431536312946,TRUE,TRUE,TRUE,TRUE
"run_044","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_044",0,8.65360689163208,308.524545364972,0.000719964699928032,TRUE,TRUE,TRUE,TRUE
"run_045","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_045",0,9.13348507881165,308.524545368884,0.000679026669877029,TRUE,TRUE,TRUE,TRUE
"run_046","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_046",0,8.01803302764893,308.524545367538,0.000223044461019687,TRUE,TRUE,TRUE,TRUE
"run_047","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_047",0,9.07326507568359,308.5245453831,0.000837657378100894,TRUE,TRUE,TRUE,TRUE
"run_048","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_048",0,7.47083902359009,308.524545396524,0.000729729652395059,TRUE,TRUE,TRUE,TRUE
"run_049","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_049",0,4.74730396270752,1284.97615424396,12305.2713058632,TRUE,TRUE,TRUE,FALSE
"run_050","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_050",0,6.31071901321411,308.524545484641,0.000920661959312064,TRUE,TRUE,TRUE,TRUE
"run_051","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_051",0,8.4733669757843,308.524545352693,0.000443084890783938,TRUE,TRUE,TRUE,TRUE
"run_052","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_052",0,9.8084499835968,308.524545362072,0.000578432820972496,TRUE,TRUE,TRUE,TRUE
"run_053","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_053",0,9.62044095993042,308.524545364909,0.000488825055815201,TRUE,TRUE,TRUE,TRUE
"run_054","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_054",0,7.00442814826965,329.83392414476,0.000528547943774122,TRUE,TRUE,TRUE,TRUE
"run_055","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_055",0,8.59142804145813,308.524545382659,0.000870849094192493,TRUE,TRUE,TRUE,TRUE
"run_056","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_056",0,6.61086201667786,308.524545560227,0.00078080766764404,TRUE,TRUE,TRUE,TRUE
"run_057","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_057",0,9.48453807830811,308.524545373129,0.0005414372383712,TRUE,TRUE,TRUE,TRUE
"run_058","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_058",0,8.66916990280151,308.524545371443,0.000559033889341957,TRUE,TRUE,TRUE,TRUE
"run_059","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_059",0,7.62007904052734,308.524545372051,0.000624980730196398,TRUE,TRUE,TRUE,TRUE
"run_060","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_060",0,9.97378611564636,308.524545369722,0.000445258674312948,TRUE,TRUE,TRUE,TRUE
"run_061","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_061",1,5.03475403785706,448.033385176588,1346.92844272871,TRUE,TRUE,TRUE,FALSE
"run_062","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_062",0,8.47462797164917,308.524545370249,0.000848532943131828,TRUE,TRUE,TRUE,TRUE
"run_063","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_063",0,8.29608798027039,308.524545370782,0.000303578829402995,TRUE,TRUE,TRUE,TRUE
"run_064","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_064",0,8.28805804252625,308.524545369791,0.000755897380878614,TRUE,TRUE,TRUE,TRUE
"run_065","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_065",0,6.32820105552673,308.524545369957,0.000673088211886432,TRUE,TRUE,TRUE,TRUE
"run_066","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_066",0,8.06470084190369,308.524545358068,0.000245406899316183,TRUE,TRUE,TRUE,TRUE
"run_067","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_067",0,8.4884181022644,308.524545366531,0.000313423368161915,TRUE,TRUE,TRUE,TRUE
"run_068","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_068",0,10.3050348758698,308.524545366046,0.000779838625690411,TRUE,TRUE,TRUE,TRUE
"run_069","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_069",0,7.26151180267334,308.524545388452,0.00098046173971668,TRUE,TRUE,TRUE,TRUE
"run_070","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_070",0,8.06543207168579,308.52454540962,0.00040034274560943,TRUE,TRUE,TRUE,TRUE
"run_071","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_071",0,10.2326889038086,350.375251166656,0.0002704948962707,TRUE,TRUE,TRUE,TRUE
"run_072","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_072",0,9.25833988189697,308.524545369123,0.000794561381177613,TRUE,TRUE,TRUE,TRUE
"run_073","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_073",0,8.363520860672,308.524545373187,0.000561318651805136,TRUE,TRUE,TRUE,TRUE
"run_074","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_074",0,3.81335997581482,2474.43622663981,24389.4991166873,TRUE,TRUE,TRUE,FALSE
"run_075","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_075",0,5.90832090377808,308.524545361709,0.000966032934640234,TRUE,TRUE,TRUE,TRUE
"run_076","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_076",1,5.1970329284668,755.118870686407,12756.2840120865,TRUE,TRUE,TRUE,FALSE
"run_077","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_077",0,8.96025705337524,308.524545384952,0.000933936661834114,TRUE,TRUE,TRUE,TRUE
"run_078","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_078",0,7.49985504150391,308.524545358246,0.000481190585637927,TRUE,TRUE,TRUE,TRUE
"run_079","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_079",0,7.25998091697693,308.961083358571,34.5511836945769,TRUE,TRUE,TRUE,FALSE
"run_080","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_080",0,8.57604217529297,308.524660491378,0.000436092344505356,TRUE,TRUE,TRUE,TRUE
"run_081","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_081",0,8.18649005889893,308.524545367162,0.000821179346886412,TRUE,TRUE,TRUE,TRUE
"run_082","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_082",0,8.87841081619263,308.524545374316,0.000581189114146808,TRUE,TRUE,TRUE,TRUE
"run_083","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_083",0,7.7729799747467,308.524545367377,0.000766177122429991,TRUE,TRUE,TRUE,TRUE
"run_084","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_084",0,7.02850317955017,308.524545376871,0.000992242536892373,TRUE,TRUE,TRUE,TRUE
"run_085","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_085",0,6.71945095062256,308.524545373338,0.00065940511735346,TRUE,TRUE,TRUE,TRUE
"run_086","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_086",0,7.52915692329407,308.52454537114,0.000581973301251511,TRUE,TRUE,TRUE,TRUE
"run_087","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_087",0,9.51727390289307,308.524545363334,0.000604017534135334,TRUE,TRUE,TRUE,TRUE
"run_088","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_088",0,8.01506114006042,308.524666063638,0.00085822611054062,TRUE,TRUE,TRUE,TRUE
"run_089","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_089",0,7.52406787872314,350.375251165584,0.000869600449502922,TRUE,TRUE,TRUE,TRUE
"run_090","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_090",0,7.02951097488403,308.82779024605,0.000406358234759068,TRUE,TRUE,TRUE,TRUE
"run_091","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_091",0,5.13697791099548,574.058142492813,4649.35744269592,TRUE,TRUE,TRUE,FALSE
"run_092","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_092",0,7.54878401756287,308.52454536978,0.000793793168914104,TRUE,TRUE,TRUE,TRUE
"run_093","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_093",0,7.42406916618347,308.524545367323,0.000413460222613675,TRUE,TRUE,TRUE,TRUE
"run_094","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_094",0,7.13187503814697,308.524545370903,0.00055140164759156,TRUE,TRUE,TRUE,TRUE
"run_095","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_095",0,4.82511782646179,815.107778241342,10813.5905407873,TRUE,TRUE,TRUE,FALSE
"run_096","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_096",0,5.00190997123718,944.458808164401,12958.6410363837,TRUE,TRUE,TRUE,FALSE
"run_097","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_097",0,9.25202488899231,308.524545379566,0.000992104483190563,TRUE,TRUE,TRUE,TRUE
"run_098","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_098",0,8.79011988639832,308.524545405556,0.000963611800968364,TRUE,TRUE,TRUE,TRUE
"run_099","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_099",0,7.90061187744141,308.524545399018,0.000353526024297924,TRUE,TRUE,TRUE,TRUE
"run_100","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_100",0,7.20139503479004,308.524545384798,0.000882247621453828,TRUE,TRUE,TRUE,TRUE
