"run_id","run_dir","exit_status","elapsed_seconds","objective","max_gradient","has_hessian","par_exists","rep_exists","accepted"
"run_001","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_001",0,8.46430587768555,308.524545358576,0.000618801241050063,TRUE,TRUE,TRUE,TRUE
"run_002","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_002",1,5.37976384162903,1401.69224972885,3229.22778981594,TRUE,TRUE,TRUE,FALSE
"run_003","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_003",0,8.20520210266113,308.524545474645,0.000525844915250275,TRUE,TRUE,TRUE,TRUE
"run_004","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_004",0,5.0364511013031,1954.00155737633,19360.2715659969,TRUE,TRUE,TRUE,FALSE
"run_005","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_005",0,7.61162209510803,308.524545357845,0.000768058553223085,TRUE,TRUE,TRUE,TRUE
"run_006","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_006",0,6.25487208366394,308.524545370786,0.000791871158349531,TRUE,TRUE,TRUE,TRUE
"run_007","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_007",0,7.19501900672913,308.524545359463,0.000857010814682924,TRUE,TRUE,TRUE,TRUE
"run_008","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_008",0,8.39487290382385,308.524545366934,0.000990072040888026,TRUE,TRUE,TRUE,TRUE
"run_009","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_009",0,8.14234304428101,308.524545349741,0.000791539258086098,TRUE,TRUE,TRUE,TRUE
"run_010","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_010",0,7.12400507926941,308.524545366944,0.000527815401887985,TRUE,TRUE,TRUE,TRUE
"run_011","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_011",0,5.90413308143616,308.524545371475,0.00092332246075051,TRUE,TRUE,TRUE,TRUE
"run_012","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_012",0,9.70627093315125,308.524545367563,0.000503149996199212,TRUE,TRUE,TRUE,TRUE
"run_013","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_013",0,7.07973194122314,308.524545381987,0.000839056552130806,TRUE,TRUE,TRUE,TRUE
"run_014","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_014",0,9.45251703262329,308.524545354898,0.000930044092179551,TRUE,TRUE,TRUE,TRUE
"run_015","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_015",0,7.68672108650208,308.524545365314,0.000694142715057213,TRUE,TRUE,TRUE,TRUE
"run_016","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_016",0,7.11886477470398,308.524545374083,0.000569210483089328,TRUE,TRUE,TRUE,TRUE
"run_017","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_017",0,7.41341710090637,308.524545369165,0.000283726999153692,TRUE,TRUE,TRUE,TRUE
"run_018","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_018",0,6.89904689788818,308.524545366515,0.000741112393535674,TRUE,TRUE,TRUE,TRUE
"run_019","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_019",0,7.076416015625,308.524545359785,0.000791783458733504,TRUE,TRUE,TRUE,TRUE
"run_020","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_020",0,7.8730890750885,308.524545374139,0.000816939957293175,TRUE,TRUE,TRUE,TRUE
"run_021","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_021",0,7.58493995666504,308.524545371989,0.000522999263926957,TRUE,TRUE,TRUE,TRUE
"run_022","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_022",0,8.11244821548462,308.524545373247,0.000716878991077652,TRUE,TRUE,TRUE,TRUE
"run_023","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_023",0,6.63517999649048,308.524545364293,0.000928667114247844,TRUE,TRUE,TRUE,TRUE
"run_024","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_024",0,9.1756808757782,308.524665239949,0.000842896506346556,TRUE,TRUE,TRUE,TRUE
"run_025","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_025",0,7.89106392860413,308.524545362738,0.000507251494055183,TRUE,TRUE,TRUE,TRUE
"run_026","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_026",0,9.54550409317017,308.524545417062,0.000541405505130939,TRUE,TRUE,TRUE,TRUE
"run_027","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_027",1,4.63434791564941,1309.31154774197,5058.55914326981,TRUE,TRUE,TRUE,FALSE
"run_028","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_028",0,9.28775596618652,325.94568749984,0.000662331906903658,TRUE,TRUE,TRUE,TRUE
"run_029","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_029",0,10.0161070823669,308.524545366292,0.000489680295190659,TRUE,TRUE,TRUE,TRUE
"run_030","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_030",0,6.68515706062317,308.524545369876,0.000599019434024757,TRUE,TRUE,TRUE,TRUE
"run_031","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_031",0,4.97617793083191,3182.38715925913,30405.0861177819,TRUE,TRUE,TRUE,FALSE
"run_032","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_032",0,7.69900298118591,308.524545365382,0.00063889388875368,TRUE,TRUE,TRUE,TRUE
"run_033","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_033",0,7.12057900428772,308.524545369515,0.000620799354991656,TRUE,TRUE,TRUE,TRUE
"run_034","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_034",0,7.11286592483521,308.524545358894,0.000883127748425827,TRUE,TRUE,TRUE,TRUE
"run_035","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_035",0,8.787428855896,308.524545368866,0.000361090227457085,TRUE,TRUE,TRUE,TRUE
"run_036","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_036",0,14.5671489238739,308.524545361205,0.000989193220644214,TRUE,TRUE,TRUE,TRUE
"run_037","C:/Users/Cody/OneDrive/Documents/ebs_crab/models/snow/jitter_runs/run_037",0,5.15944600105286,870.30801824997,1991.9855873086,TRUE,TRUE,TRUE,FALSE
