"run_id","parameter","value","objective","max_gradient","accepted"
"run_001","log_avg_rec",20.9562392302,308.524545358576,0.000618801241050063,TRUE
"run_001","log_m_mu[1]",-1.35304205595,308.524545358576,0.000618801241050063,TRUE
"run_001","log_m_mu[2]",-0.774265609767,308.524545358576,0.000618801241050063,TRUE
"run_001","log_m_mu[3]",-1.34474946826,308.524545358576,0.000618801241050063,TRUE
"run_001","prop_rec[1]",14.2475993116,308.524545358576,0.000618801241050063,TRUE
"run_001","prop_rec[2]",2.92524365148,308.524545358576,0.000618801241050063,TRUE
"run_001","sigma_m[1]",1,308.524545358576,0.000618801241050063,TRUE
"run_001","sigma_m[2]",1,308.524545358576,0.000618801241050063,TRUE
"run_001","sigma_m[3]",1,308.524545358576,0.000618801241050063,TRUE
"run_001","sigma_q[1]",0.1,308.524545358576,0.000618801241050063,TRUE
"run_001","sigma_q[2]",0.1,308.524545358576,0.000618801241050063,TRUE
"run_001","log_f",0.137366766454,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_ret_sel_50",96.9093077496,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_ret_sel_50_post",102.052586342,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_ret_sel_slope",0.214615408628,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_ret_sel_slope_post",0.297360848949,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_tot_sel_offset",-9.26540448358,308.524545358576,0.000618801241050063,TRUE
"run_001","fish_tot_sel_slope",-1.62410710195,308.524545358576,0.000618801241050063,TRUE
"run_001","surv_omega",0.569238992117,308.524545358576,0.000618801241050063,TRUE
"run_001","surv_alpha1",0.106071950032,308.524545358576,0.000618801241050063,TRUE
"run_001","surv_beta1",111.589701904,308.524545358576,0.000618801241050063,TRUE
"run_001","surv_alpha2",0.179560164528,308.524545358576,0.000618801241050063,TRUE
"run_001","surv_beta2",41.6216111522,308.524545358576,0.000618801241050063,TRUE
"run_002","log_avg_rec",25.7421188785,1401.69224972885,3229.22778981594,FALSE
"run_002","log_m_mu[1]",-0.621026542043,1401.69224972885,3229.22778981594,FALSE
"run_002","log_m_mu[2]",-0.513837851685,1401.69224972885,3229.22778981594,FALSE
"run_002","log_m_mu[3]",-1.26497279665,1401.69224972885,3229.22778981594,FALSE
"run_002","prop_rec[1]",14.2739163184,1401.69224972885,3229.22778981594,FALSE
"run_002","prop_rec[2]",4.1297328524,1401.69224972885,3229.22778981594,FALSE
"run_002","sigma_m[1]",1,1401.69224972885,3229.22778981594,FALSE
"run_002","sigma_m[2]",1,1401.69224972885,3229.22778981594,FALSE
"run_002","sigma_m[3]",1,1401.69224972885,3229.22778981594,FALSE
"run_002","sigma_q[1]",0.1,1401.69224972885,3229.22778981594,FALSE
"run_002","sigma_q[2]",0.1,1401.69224972885,3229.22778981594,FALSE
"run_002","log_f",-3.21799006088,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_ret_sel_50",91.4329395565,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_ret_sel_50_post",99.5625348385,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_ret_sel_slope",0.27114605765,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_ret_sel_slope_post",0.165430326131,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_tot_sel_offset",-8.8128758221,1401.69224972885,3229.22778981594,FALSE
"run_002","fish_tot_sel_slope",-1.4849486341,1401.69224972885,3229.22778981594,FALSE
"run_002","surv_omega",0.905483001564,1401.69224972885,3229.22778981594,FALSE
"run_002","surv_alpha1",7.85184299324,1401.69224972885,3229.22778981594,FALSE
"run_002","surv_beta1",127.474459471,1401.69224972885,3229.22778981594,FALSE
"run_002","surv_alpha2",0.0914234303448,1401.69224972885,3229.22778981594,FALSE
"run_002","surv_beta2",80.0901315976,1401.69224972885,3229.22778981594,FALSE
"run_003","log_avg_rec",20.970618819,308.524545474645,0.000525844915250275,TRUE
"run_003","log_m_mu[1]",-1.35304206302,308.524545474645,0.000525844915250275,TRUE
"run_003","log_m_mu[2]",-0.774265359649,308.524545474645,0.000525844915250275,TRUE
"run_003","log_m_mu[3]",-1.14463193133,308.524545474645,0.000525844915250275,TRUE
"run_003","prop_rec[1]",14.2476067174,308.524545474645,0.000525844915250275,TRUE
"run_003","prop_rec[2]",2.92524984626,308.524545474645,0.000525844915250275,TRUE
"run_003","sigma_m[1]",1,308.524545474645,0.000525844915250275,TRUE
"run_003","sigma_m[2]",1,308.524545474645,0.000525844915250275,TRUE
"run_003","sigma_m[3]",1,308.524545474645,0.000525844915250275,TRUE
"run_003","sigma_q[1]",0.1,308.524545474645,0.000525844915250275,TRUE
"run_003","sigma_q[2]",0.1,308.524545474645,0.000525844915250275,TRUE
"run_003","log_f",0.137367756509,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_ret_sel_50",96.9093072724,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_ret_sel_50_post",102.052585934,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_ret_sel_slope",0.214615411597,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_ret_sel_slope_post",0.297360880343,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_tot_sel_offset",-9.26541310396,308.524545474645,0.000525844915250275,TRUE
"run_003","fish_tot_sel_slope",-1.62410728831,308.524545474645,0.000525844915250275,TRUE
"run_003","surv_omega",0.569238967234,308.524545474645,0.000525844915250275,TRUE
"run_003","surv_alpha1",0.106071946285,308.524545474645,0.000525844915250275,TRUE
"run_003","surv_beta1",111.58970444,308.524545474645,0.000525844915250275,TRUE
"run_003","surv_alpha2",0.179560129342,308.524545474645,0.000525844915250275,TRUE
"run_003","surv_beta2",41.6216091153,308.524545474645,0.000525844915250275,TRUE
"run_004","log_avg_rec",20.5932114757,1954.00155737633,19360.2715659969,FALSE
"run_004","log_m_mu[1]",-0.98172229806,1954.00155737633,19360.2715659969,FALSE
"run_004","log_m_mu[2]",-0.541887127638,1954.00155737633,19360.2715659969,FALSE
"run_004","log_m_mu[3]",-1.30834420404,1954.00155737633,19360.2715659969,FALSE
"run_004","prop_rec[1]",15.3343805082,1954.00155737633,19360.2715659969,FALSE
"run_004","prop_rec[2]",4.44473224561,1954.00155737633,19360.2715659969,FALSE
"run_004","sigma_m[1]",1,1954.00155737633,19360.2715659969,FALSE
"run_004","sigma_m[2]",1,1954.00155737633,19360.2715659969,FALSE
"run_004","sigma_m[3]",1,1954.00155737633,19360.2715659969,FALSE
"run_004","sigma_q[1]",0.1,1954.00155737633,19360.2715659969,FALSE
"run_004","sigma_q[2]",0.1,1954.00155737633,19360.2715659969,FALSE
"run_004","log_f",4.99042719389,1954.00155737633,19360.2715659969,FALSE
"run_004","fish_ret_sel_50",131.412410887,1954.00155737633,19360.2715659969,FALSE
"run_004","fish_ret_sel_50_post",101.337988859,1954.00155737633,19360.2715659969,FALSE
"run_004","fish_ret_sel_slope",0.00331111255607,1954.00155737633,19360.2715659969,FALSE
